timestamp,symbol,long_exchange,short_exchange,spread_percent,fees_percent,funding_percent,net_percent,net_pnl_usd,capital_per_side
2025-12-31 07:24:55,ZRX/USDT:USDT,Bitget,Gate,0.9238,0.27,0.0211,0.6749,0.3374,50
2025-12-31 07:29:10,POLYX/USDT:USDT,Bitget,Bybit,0.9927,0.23,-0.5735,0.1892,0.0946,50
2025-12-31 07:30:25,BEAT/USDT:USDT,Bitget,Bybit,0.571,0.23,-0.0632,0.2778,0.1389,50
2025-12-31 07:34:37,TAKE/USDT:USDT,Gate,Bitget,0.4738,0.27,0.1315,0.3353,0.1676,50
2025-12-31 07:34:57,RIVER/USDT:USDT,Bitget,Bybit,2.2292,0.23,-0.4389,1.5604,0.7802,50
2025-12-31 07:36:20,SQD/USDT:USDT,Bitget,Bybit,0.7981,0.23,-0.2108,0.3573,0.1787,50
2025-12-31 07:37:57,LIT/USDT:USDT,Bybit,Bitget,0.6035,0.23,0.0,0.3735,0.1868,50
2025-12-31 07:38:46,ZKP/USDT:USDT,Bitget,Bybit,1.0974,0.23,0.0177,0.8851,0.4426,50
2025-12-31 07:39:14,PIPPIN/USDT:USDT,Bitget,Gate,0.6408,0.27,0.0237,0.3945,0.1973,50
2025-12-31 07:39:46,ZBT/USDT:USDT,Bitget,Gate,0.3271,0.27,0.0187,0.0758,0.0379,50
2025-12-31 07:40:09,ZRX/USDT:USDT,Bitget,Gate,0.8629,0.27,0.0269,0.6198,0.3099,50
2025-12-31 07:44:22,POLYX/USDT:USDT,Bitget,Bybit,1.1074,0.23,-0.4862,0.3912,0.1956,50
2025-12-31 07:45:37,BEAT/USDT:USDT,Bitget,Gate,1.0862,0.27,-0.0828,0.7334,0.3667,50
2025-12-31 07:50:00,TAKE/USDT:USDT,Gate,Bitget,0.5504,0.27,0.1274,0.4078,0.2039,50
2025-12-31 07:51:44,SQD/USDT:USDT,Bitget,Bybit,0.5799,0.23,-0.1898,0.1601,0.08,50
2025-12-31 07:53:23,LIT/USDT:USDT,Bybit,Bitget,0.571,0.23,0.0,0.341,0.1705,50
2025-12-31 07:54:11,ZKP/USDT:USDT,Bitget,Bybit,0.9629,0.23,0.0185,0.7514,0.3757,50
2025-12-31 07:54:38,NIGHT/USDT:USDT,Bitget,Gate,0.3186,0.27,0.1128,0.1614,0.0807,50
2025-12-31 07:55:13,ZBT/USDT:USDT,Bitget,Gate,0.3925,0.27,0.0375,0.16,0.08,50
2025-12-31 07:55:37,ZRX/USDT:USDT,Bitget,Gate,0.7623,0.27,0.0378,0.5301,0.2651,50
2025-12-31 09:30:15,BEAT/USDT:USDT,Bitget,Gate,0.4601,0.27,-0.0143,0.1758,0.0879,50
2025-12-31 09:36:08,SQD/USDT:USDT,Bitget,Gate,1.1191,0.27,-0.3391,0.51,0.255,50
2025-12-31 09:37:51,LIT/USDT:USDT,Bybit,Bitget,0.5201,0.23,0.0,0.2901,0.145,50
2025-12-31 09:38:41,ZKP/USDT:USDT,Bitget,Bybit,0.5407,0.23,-0.0052,0.3055,0.1527,50
2025-12-31 09:40:14,ZRX/USDT:USDT,Bitget,Bybit,0.7237,0.23,0.0221,0.5157,0.2579,50
2025-12-31 09:45:39,BEAT/USDT:USDT,Bitget,Gate,0.3998,0.27,0.0024,0.1322,0.0661,50
2025-12-31 09:51:27,SQD/USDT:USDT,Bitget,Gate,0.9702,0.27,-0.3253,0.3749,0.1874,50
2025-12-31 09:53:01,LIT/USDT:USDT,Bybit,Bitget,0.6241,0.23,0.0,0.3941,0.197,50
2025-12-31 09:53:47,ZKP/USDT:USDT,Bitget,Bybit,0.4013,0.23,-0.0031,0.1682,0.0841,50
2025-12-31 09:54:47,ZBT/USDT:USDT,Bitget,Gate,0.3326,0.27,-0.0138,0.0488,0.0244,50
2025-12-31 09:55:09,ZRX/USDT:USDT,Bitget,Gate,0.741,0.27,-0.0038,0.4672,0.2336,50
2025-12-31 10:04:57,RIVER/USDT:USDT,Bitget,Bybit,3.0962,0.23,-0.1093,2.757,1.3785,50
2025-12-31 10:06:08,LIGHT/USDT:USDT,Bybit,Bitget,1.7293,0.23,0.1085,1.6078,0.8039,50
2025-12-31 10:06:21,SQD/USDT:USDT,Bitget,Bybit,1.0602,0.23,-0.296,0.5342,0.2671,50
2025-12-31 10:07:56,LIT/USDT:USDT,Bybit,Bitget,0.426,0.23,0.0,0.196,0.098,50
2025-12-31 10:08:45,ZKP/USDT:USDT,Bitget,Bybit,0.4186,0.23,0.0872,0.2758,0.1379,50
2025-12-31 10:09:49,ZBT/USDT:USDT,Bitget,Gate,0.331,0.27,0.0561,0.1171,0.0586,50
2025-12-31 10:10:13,ZRX/USDT:USDT,Bitget,Gate,0.704,0.27,0.0563,0.4903,0.2451,50
2025-12-31 10:20:54,LIGHT/USDT:USDT,Bitget,Gate,0.781,0.27,0.0332,0.5442,0.2721,50
2025-12-31 10:21:06,SQD/USDT:USDT,Bitget,Gate,1.1474,0.27,-0.287,0.5904,0.2952,50
2025-12-31 10:22:37,LIT/USDT:USDT,Bybit,Bitget,0.5294,0.23,-0.006,0.2934,0.1467,50
2025-12-31 10:23:21,ZKP/USDT:USDT,Bitget,Bybit,0.3109,0.23,0.0299,0.1108,0.0554,50
2025-12-31 10:23:48,NIGHT/USDT:USDT,Bitget,Gate,0.3628,0.27,0.0928,0.1856,0.0928,50
2025-12-31 10:24:21,ZBT/USDT:USDT,Bitget,Gate,0.4647,0.27,0.0526,0.2473,0.1236,50
2025-12-31 10:24:44,ZRX/USDT:USDT,Bitget,Gate,0.7375,0.27,0.051,0.5185,0.2593,50
2025-12-31 10:36:18,LIGHT/USDT:USDT,Bitget,Gate,0.7363,0.27,-0.0004,0.4659,0.2329,50
2025-12-31 10:36:34,SQD/USDT:USDT,Bitget,Gate,1.0901,0.27,-0.2622,0.5579,0.279,50
2025-12-31 10:38:24,LIT/USDT:USDT,Bybit,Bitget,0.5974,0.23,-0.0127,0.3548,0.1774,50
2025-12-31 10:40:33,ZBT/USDT:USDT,Bitget,Gate,0.3346,0.27,0.051,0.1156,0.0578,50
2025-12-31 10:40:59,ZRX/USDT:USDT,Bitget,Gate,0.7021,0.27,0.043,0.4751,0.2376,50
2025-12-31 10:52:02,LIGHT/USDT:USDT,Bitget,Gate,1.2674,0.27,0.0803,1.0777,0.5389,50
2025-12-31 10:52:13,SQD/USDT:USDT,Bitget,Bybit,0.9996,0.23,-0.247,0.5227,0.2613,50
2025-12-31 10:53:35,LIT/USDT:USDT,Bybit,Bitget,0.4605,0.23,-0.0123,0.2181,0.1091,50
2025-12-31 10:54:38,NIGHT/USDT:USDT,Bitget,Gate,0.3622,0.27,0.0679,0.1601,0.0801,50
2025-12-31 10:55:10,ZBT/USDT:USDT,Bitget,Gate,0.3373,0.27,0.0469,0.1142,0.0571,50
2025-12-31 10:55:29,ZRX/USDT:USDT,Bitget,Gate,0.7111,0.27,0.036,0.4771,0.2386,50
2025-12-31 10:59:06,POLYX/USDT:USDT,Bitget,Bybit,0.7209,0.23,-0.3678,0.1231,0.0616,50
2025-12-31 11:05:14,LIGHT/USDT:USDT,Bitget,Gate,1.9017,0.27,-0.0136,1.6181,0.809,50
2025-12-31 11:05:25,SQD/USDT:USDT,Bitget,Bybit,0.6862,0.23,-0.2182,0.2381,0.119,50
2025-12-31 11:06:50,LIT/USDT:USDT,Bybit,Bitget,0.5972,0.23,-0.0063,0.3609,0.1804,50
2025-12-31 11:08:24,ZBT/USDT:USDT,Bitget,Gate,0.3364,0.27,0.045,0.1114,0.0557,50
2025-12-31 12:09:31,NIGHT/USDT:USDT,Bitget,Gate,0.3027,0.27,0.1321,0.1648,0.0824,50
2025-12-31 12:10:03,LIT/USDT:USDT,Bybit,Bitget,0.5551,0.23,0.0,0.3251,0.1625,50
2025-12-31 12:12:37,TAKE/USDT:USDT,Gate,Bitget,0.3325,0.27,0.0572,0.1197,0.0598,50
2025-12-31 12:16:27,SQD/USDT:USDT,Bitget,Gate,0.8724,0.27,-0.0107,0.5917,0.2958,50
2025-12-31 12:17:12,ZBT/USDT:USDT,Bitget,Gate,0.4089,0.27,0.0394,0.1783,0.0891,50
2025-12-31 12:20:48,LIGHT/USDT:USDT,Bitget,Gate,0.7704,0.27,0.2927,0.7931,0.3965,50
2025-12-31 12:21:39,CYBER/USDT:USDT,Bitget,Gate,2.1611,0.27,0.1886,2.0797,1.0399,50
2025-12-31 12:22:47,LIT/USDT:USDT,Bybit,Bitget,0.4846,0.23,0.0,0.2546,0.1273,50
2025-12-31 12:25:18,TAKE/USDT:USDT,Gate,Bitget,0.4645,0.27,0.035,0.2295,0.1147,50
2025-12-31 12:28:55,WCT/USDT:USDT,Bitget,Gate,0.319,0.27,-0.0038,0.0452,0.0226,50
2025-12-31 12:29:13,SQD/USDT:USDT,Bitget,Gate,0.8897,0.27,-0.0085,0.6112,0.3056,50
2025-12-31 12:30:01,ZBT/USDT:USDT,Bitget,Gate,0.3423,0.27,0.042,0.1143,0.0572,50
2025-12-31 12:33:46,LIGHT/USDT:USDT,Bitget,Gate,0.8301,0.27,0.4673,1.0274,0.5137,50
2025-12-31 12:34:36,CYBER/USDT:USDT,Bitget,Gate,2.306,0.27,0.3917,2.4277,1.2139,50
2025-12-31 12:35:48,LIT/USDT:USDT,Bybit,Bitget,0.5321,0.23,0.0,0.3021,0.1511,50
2025-12-31 13:34:44,TAKE/USDT:USDT,Gate,Bitget,0.3799,0.27,0.0633,0.1732,0.0866,50
2025-12-31 13:35:14,ZRX/USDT:USDT,Bitget,Bybit,0.7072,0.23,0.0096,0.4868,0.2434,50
2025-12-31 13:39:14,SQD/USDT:USDT,Bitget,Gate,0.8675,0.27,-0.0679,0.5296,0.2648,50
2025-12-31 13:40:10,ZBT/USDT:USDT,Bitget,Gate,0.3405,0.27,0.0481,0.1186,0.0593,50
2025-12-31 13:41:22,LYN/USDT:USDT,Bybit,Bitget,0.3467,0.23,0.0861,0.2028,0.1014,50
2025-12-31 13:44:31,LIGHT/USDT:USDT,Bitget,Gate,0.9073,0.27,0.5798,1.2171,0.6086,50
2025-12-31 13:45:29,CYBER/USDT:USDT,Bitget,Gate,1.1436,0.27,0.8316,1.7052,0.8526,50
2025-12-31 13:46:54,LIT/USDT:USDT,Bybit,Bitget,0.397,0.23,-0.0054,0.1616,0.0808,50
2025-12-31 13:50:27,ZRX/USDT:USDT,Bitget,Bybit,0.7462,0.23,-0.0077,0.5084,0.2542,50
2025-12-31 13:54:30,SQD/USDT:USDT,Bitget,Gate,1.0771,0.27,-0.0417,0.7654,0.3827,50
2025-12-31 13:56:35,LYN/USDT:USDT,Bybit,Bitget,0.3366,0.23,0.049,0.1555,0.0778,50
2025-12-31 13:59:46,LIGHT/USDT:USDT,Bitget,Gate,0.6996,0.27,0.5503,0.9799,0.49,50
2025-12-31 14:00:42,CYBER/USDT:USDT,Bitget,Gate,0.8219,0.27,0.759,1.3109,0.6555,50
2025-12-31 14:05:45,ZRX/USDT:USDT,Bitget,Bybit,0.7238,0.23,-0.0457,0.4482,0.2241,50
2025-12-31 14:09:54,SQD/USDT:USDT,Bitget,Gate,0.8357,0.27,-0.0221,0.5436,0.2718,50
2025-12-31 14:11:42,BEAT/USDT:USDT,Bitget,Gate,0.3406,0.27,-0.0001,0.0705,0.0353,50
2025-12-31 14:12:03,LYN/USDT:USDT,Bybit,Bitget,0.3328,0.23,0.0358,0.1386,0.0693,50
2025-12-31 14:15:12,LIGHT/USDT:USDT,Bitget,Gate,0.8347,0.27,0.4677,1.0324,0.5162,50
2025-12-31 14:16:08,CYBER/USDT:USDT,Bitget,Gate,1.2114,0.27,0.7163,1.6577,0.8289,50
2025-12-31 14:20:30,TAKE/USDT:USDT,Gate,Bitget,0.4819,0.27,0.0609,0.2728,0.1364,50
2025-12-31 14:21:03,ZRX/USDT:USDT,Bitget,Bybit,0.7439,0.23,-0.0264,0.4875,0.2437,50
2025-12-31 14:25:10,SQD/USDT:USDT,Bitget,Gate,1.4273,0.27,-0.0044,1.1529,0.5765,50
2025-12-31 14:27:14,LYN/USDT:USDT,Gate,Bitget,0.3768,0.27,-0.0293,0.0775,0.0387,50
2025-12-31 14:46:50,LIGHT/USDT:USDT,Bitget,Gate,1.0084,0.27,0.4322,1.1706,0.5853,50
2025-12-31 14:47:43,CYBER/USDT:USDT,Bitget,Gate,0.767,0.27,0.658,1.155,0.5775,50
2025-12-31 14:49:03,LIT/USDT:USDT,Bybit,Bitget,0.6145,0.23,-0.2478,0.1368,0.0684,50
2025-12-31 14:51:58,TAKE/USDT:USDT,Gate,Bitget,0.4509,0.27,0.0851,0.266,0.133,50
2025-12-31 14:52:30,ZRX/USDT:USDT,Bitget,Bybit,0.6703,0.23,-0.0248,0.4155,0.2078,50
2025-12-31 14:56:36,SQD/USDT:USDT,Bitget,Gate,1.7657,0.27,0.1067,1.6024,0.8012,50
2025-12-31 15:01:55,LIGHT/USDT:USDT,Bitget,Gate,0.5716,0.27,0.5147,0.8163,0.4082,50
2025-12-31 15:02:51,CYBER/USDT:USDT,Bitget,Bybit,0.6098,0.23,0.1201,0.4998,0.2499,50
2025-12-31 15:04:32,LIT/USDT:USDT,Bybit,Bitget,0.6596,0.23,-0.2611,0.1684,0.0842,50
2025-12-31 15:06:53,RIVER/USDT:USDT,Bitget,Bybit,4.2769,0.23,0.0966,4.1435,2.0717,50
2025-12-31 15:07:30,TAKE/USDT:USDT,Gate,Bitget,0.4648,0.27,0.1024,0.2972,0.1486,50
2025-12-31 15:08:03,ZRX/USDT:USDT,Bitget,Bybit,0.6145,0.23,0.0138,0.3983,0.1991,50
2025-12-31 15:12:21,SQD/USDT:USDT,Bitget,Gate,1.087,0.27,0.1103,0.9273,0.4636,50
2025-12-31 15:18:07,LIGHT/USDT:USDT,Bitget,Bybit,0.4818,0.23,0.1804,0.4322,0.2161,50
2025-12-31 15:19:06,CYBER/USDT:USDT,Bitget,Bybit,0.6674,0.23,0.1497,0.5872,0.2936,50
2025-12-31 15:20:36,LIT/USDT:USDT,Bybit,Bitget,0.9104,0.23,-0.2488,0.4316,0.2158,50
2025-12-31 15:22:57,RIVER/USDT:USDT,Bitget,Bybit,4.2572,0.23,0.042,4.0692,2.0346,50
2025-12-31 15:23:35,TAKE/USDT:USDT,Gate,Bitget,0.5767,0.27,0.1062,0.4129,0.2064,50
2025-12-31 15:26:47,POLYX/USDT:USDT,Bitget,Bybit,0.8542,0.23,-0.5174,0.1068,0.0534,50
2025-12-31 15:28:19,SQD/USDT:USDT,Bitget,Gate,0.9293,0.27,0.0983,0.7576,0.3788,50
2025-12-31 15:30:26,LYN/USDT:USDT,Gate,Bybit,0.3417,0.26,0.0839,0.1657,0.0828,50
2025-12-31 15:33:43,LIGHT/USDT:USDT,Bitget,Gate,0.8077,0.27,0.2201,0.7578,0.3789,50
2025-12-31 15:34:34,CYBER/USDT:USDT,Bitget,Bybit,0.5615,0.23,0.1648,0.4963,0.2481,50
2025-12-31 15:38:54,TAKE/USDT:USDT,Gate,Bitget,0.6132,0.27,0.1021,0.4453,0.2227,50
2025-12-31 15:42:10,POLYX/USDT:USDT,Bitget,Bybit,0.7661,0.23,-0.4393,0.0968,0.0484,50
2025-12-31 15:43:33,SQD/USDT:USDT,Bitget,Gate,0.9351,0.27,0.0884,0.7535,0.3767,50
2025-12-31 15:48:41,LIGHT/USDT:USDT,Bitget,Gate,1.4645,0.27,0.1909,1.3854,0.6927,50
2025-12-31 15:49:36,CYBER/USDT:USDT,Bitget,Bybit,0.5481,0.23,0.1742,0.4923,0.2462,50
2025-12-31 15:50:58,LIT/USDT:USDT,Bybit,Bitget,0.8907,0.23,-0.2499,0.4108,0.2054,50
2025-12-31 15:53:58,TAKE/USDT:USDT,Gate,Bitget,0.5638,0.27,0.0954,0.3892,0.1946,50
2025-12-31 15:57:14,POLYX/USDT:USDT,Bitget,Bybit,0.9526,0.23,-0.3715,0.3511,0.1756,50
2025-12-31 15:58:38,SQD/USDT:USDT,Bitget,Gate,0.6831,0.27,0.0797,0.4928,0.2464,50
2025-12-31 16:03:51,LIGHT/USDT:USDT,Bitget,Gate,2.9263,0.27,1.3705,4.0268,2.0134,50
2025-12-31 16:04:45,CYBER/USDT:USDT,Bitget,Bybit,0.5657,0.23,0.2179,0.5536,0.2768,50
2025-12-31 16:06:11,LIT/USDT:USDT,Bybit,Bitget,0.7932,0.23,-0.0493,0.5139,0.257,50
2025-12-31 16:09:10,TAKE/USDT:USDT,Gate,Bitget,0.6075,0.27,0.1984,0.5359,0.268,50
2025-12-31 16:13:50,SQD/USDT:USDT,Bitget,Gate,0.6214,0.27,0.3004,0.6518,0.3259,50
2025-12-31 16:19:05,LIGHT/USDT:USDT,Bitget,Gate,1.9872,0.27,1.0844,2.8016,1.4008,50
2025-12-31 16:19:58,CYBER/USDT:USDT,Bitget,Bybit,0.6674,0.23,0.2568,0.6942,0.3471,50
2025-12-31 16:21:19,LIT/USDT:USDT,Bybit,Bitget,1.0173,0.23,0.0,0.7873,0.3937,50
2025-12-31 16:24:16,TAKE/USDT:USDT,Gate,Bitget,0.5726,0.27,0.1869,0.4895,0.2448,50
2025-12-31 16:28:51,SQD/USDT:USDT,Bitget,Gate,0.6447,0.27,0.2461,0.6208,0.3104,50
2025-12-31 16:34:17,LIGHT/USDT:USDT,Bitget,Gate,1.5855,0.27,0.7536,2.0691,1.0346,50
